Key,SourceString,Comment
CouncilWindow_Tickets,"Trade Tickets",
CouncilWindow_GainInfluence_Title,"Donate to Council",
CouncilWindow_SpendInfluence_Title,"Request Favor",
CouncilWindow_CouncilStorage,"Council Storage",
CouncilWindow_Choice_SellMinerals_Name,"Donate Minerals",
CouncilWindow_Choice_SellMinerals_Description,"-*{Amount} Minerals*",
CouncilWindow_Choice_SellIsotopes_Name,"Donate Isotopes",
CouncilWindow_Choice_SellIsotopes_Description,"-*{Amount} Isotopes*",
CouncilWindow_Choice_SellRedTech_Name,"Donate Artifacts",
CouncilWindow_Choice_SellRedTech_Description,"-*{Amount} Artifacts*",
CouncilWindow_Choice_SellCredits_Name,"Donate Credits",
CouncilWindow_Choice_SellCredits_Description,"-*{Amount} Credits*",
CouncilWindow_Choice_BuyMinerals_Name,"Request Minerals",
CouncilWindow_Choice_BuyMinerals_Description,"+*{Amount} Minerals*",
CouncilWindow_Choice_BuyIsotopes_Name,"Request Isotopes",
CouncilWindow_Choice_BuyIsotopes_Description,"+*{Amount} Isotopes*",
CouncilWindow_Choice_MigrationLockdown_Name,"Migration Embargo",
CouncilWindow_Choice_MigrationLockdown_Description,"Lock down migration for *{Amount} Hours*",
CouncilWindow_Choice_BuyScoutShip_Name,"Request Scout Ship",
CouncilWindow_Choice_BuyScoutShip_Description,"Acquire a small unarmed scout",
CouncilWindow_Choice_BuyCredits_Name,"Request Credits",
CouncilWindow_Choice_BuyCredits_Description,"+*{Amount} Credits*",
CouncilWindow_ChoiceTooltip_Enabled,"",
CouncilWindow_ChoiceTooltip_ResourcesUnavailable,"*Resources unavailable* for Council donation.",
CouncilWindow_ChoiceTooltip_CreditsUnavailable,"*Credits unavailable* for Council donation.",
CouncilWindow_ChoiceTooltip_RedTechUnavailable,"*Red tech unavailable* for Council donation.",
CouncilWindow_ChoiceTooltip_NotEnoughInfluence,"*Not enough influence* for Council request.",
CouncilWindow_ChoiceTooltip_FullCredits,"*Credits are full*, cannot request more credits.",
CouncilWindow_ChoiceTooltip_FullStorage,"*Council Storage* is *Full*, cannot request more resources.",
CouncilWindow_ChoiceTooltip_FullInfluence,"*Influence is full*, cannot donate and gain more.",
AdvisorWindow_CallButton,"Call Advisor",
AdvisorWindow_ListTitle,"List of Advisors",
AdvisorWindow_StatusBarButtonTooltip,"Advisor Window",
AdvisorWindow_RecommendedTooltip,"It is recommended that you speak to this advisor.",
PhotoMode_StatusBarButtonTooltip,"Photo Mode",
Paused Title,Paused,Shown in the title of the paused area
Ship_Upgrade_Details,"*Upgrade* your *ship* for [credits:59], using [manpower:1]\n\nNote: This will destroy your old ship.",
Device_Desc_Format,"\n[fuel:{Fuel}]\n[energy:{Electricity}]\n[time:{RechargeDuration}]\n[health:{Health}]\nResource cost: {ResourceCost}\n{FlavorText}",
General_Credits,"[credits:{Credits}]",
DeviceDetails_TogglePower_Label,"Disable",
DeviceDetails_TogglePower_Tooltip,"Enable or disable this Device.",
DeviceDetails_ToggleEnabledButton_Enabled,Online,
DeviceDetails_ToggleEnabledButton_Disabled,Disabled,
DeviceDetails_ToggleEnabledButton_Tooltip,"Toggle the status of the Device.",
DeviceDetails_DismantleDeviceButton_Label,"Dismantle",
DeviceDetails_DismantleDeviceButton_Tooltip,"Set a dismantle task for Employees. All construction Resources are returned.",
DeviceDetails_DismantleDeviceButton_Tooltip_CannotDismantleLastStorageContainer,"Cannot dismantle the last Storage Container. Must own at *least one*.",
DeviceDetails_DismantleDeviceButton_Tooltip_NotEmpty,"Cannot dismantle *containers containing resources*.",
DeviceDetails_DismantleDeviceButton_Tooltip_NotEnoughSpaceToDropStoredWaste,"Not enough space to drop stored *waste*.",
DeviceDetails_DismantleDeviceButton_Tooltip_StoredResourcesInUse,"Some of the stored resources are in use.",
DeviceDetails_DismantleDeviceButton_Tooltip_SomethingInProgress,"Cannot dismantle while action in progress.",
DeviceDetails_DismantleDeviceButton_Tooltip_Disabled,"Dismantling disabled.",
DeviceDetails_ElectricityRequirements_NotMet_Tooltip,[warn:Device needs energy.],
DeviceDetails_FuelRequirements_NotMet_Tooltip,[warn:Device needs fuel.],
DeviceDetails_CrewRequirements_NotMet_Tooltip,[warn:Device needs a crew member.],
DeviceDetails_RepairRequirements_NotMet_Tooltip,[warn:Device needs to be repaired.],
DeviceDetails_MoveButton_Label,"Move",
DeviceDetails_MoveButton_Tooltip,"Pick up the Device and move it to another location.",
DeviceDetails_DuplicateButton_Label,"Copy",
DeviceDetails_DuplicateButton_Tooltip,"Selects this type of device to build another.",
DeviceDetails_DuplicateBuildingButton_Tooltip,"Selects this type of building to build another.",
DeviceDetails_CrewRequired_Tooltip,"Number of *crew* required for the Device.",
DeviceDetails_IsEnemyDevice,"Enemy Device",
DevicePropertyGrid_ElectricityOutput,"Energy Output:",
DevicePropertyGrid_ElectricityRequired,"Energy Cost:",
DevicePropertyGrid_NoElectricityRequired,"Does not require Energy.",
DevicePropertyGrid_ElectricityStorage,"Energy Storage:",
DevicePropertyGrid_FuelOutput,"Max fuel output:",
DevicePropertyGrid_AbsorbRange,"Absorb Range:",
DevicePropertyGrid_MethaneToFuelFactor,"Absorb Efficiency:",
DevicePropertyGrid_FuelRequired,"Fuel Cost:",
DevicePropertyGrid_FuelStorage,"Fuel Storage:",
DevicePropertyGrid_RechargeTime,"Recharge Time:",
DevicePropertyGrid_RechargeTime_Value,"{Seconds}s",
DevicePropertyGrid_BuildTime,"Build Time:",
DevicePropertyGrid_StorageCapacity,"Storage Capacity:",
DevicePropertyGrid_SupportedWorkers,"Employee Supply:",
DevicePropertyGrid_WorkerCount,"Employees Required:",
DevicePropertyGrid_PopLivingSpace,"Population Space:",
DevicePropertyGrid_PopJobs,"Population Jobs:",
DevicePropertyGrid_InfluenceGain,"Influence Gain:",
DevicePropertyGrid_PollutionResistance,"Pollution Resistance:",
EntityProperty_ElectricityGenerated,"Energy generated:",
EntityProperty_NotEnoughFuel,"Not enough Fuel",
EntityProperty_ManuallyDisabled,"Manually disabled",
EntityProperty_NotEnoughElectricity,"Offline",
EntityProperty_Online,"Online",
EntityProperty_FuelGenerated,"Fuel generated:",
EntityProperty_FuelGenEfficiency,"Efficiency:",
EntityProperty_FuelGenWasted,"Fuel wasted:",
EntityProperty_FuelGlobalUsed,"Global fuel used:",
EntityProperty_FuelGlobalBalance,"Global fuel balance:",
EntityProperty_FuelUsed,"Fuel status:",
EntityProperty_ElectricityUsed,"Energy status:",
EntityProperty_ElectricityStored,"Energy stored:",
EntityProperty_FuelStored,"Fuel stored:",
EntityProperty_Health,"HP:",
EntityProperty_Pollution,"Pollution:",
EntityProperty_Methane,"Xethane:",
EntityProperty_MethaneGenerated,"Xethane generated:",
EntityProperty_MethaneGeneratedFormat,"{Number} per second",
EntityProperty_PollutionFiltered,"Pollution removed:",
EntityProperty_PollutionFilteredTotal,"Total:",
EntityProperty_PollutionFilteredAverage,"Average:",
EntityProperty_MethaneFiltered,"Xethane removed:",
EntityProperty_MethaneFilteredTotal,"Total:",
EntityProperty_MethaneFilteredAverage,"Average:",
EntityProperty_Residents,"Residents:",
EntityProperty_CitizensWorking,"Citizens working:",
EntityProperty_CreditsGenerated,"Credits generated:",
EntityProperty_WorkerConversion,"Employee conversion:",
EntityProperty_WorkerConversionPool,"Employee Limit:",
EntityProperty_WorkerConversionFormat,"{Current}/{Limit}",
EntityProperty_WorkerConversionPopulation,"Population available:",
EntityProperty_WorkerConversionQueue,"Conversion queue:",
EntityProperty_WorkerConversionSlots,"Conversion slots:",
EntityProperty_WorkerConversionSupportTotalFormat,"(Total=*{Total}*)",
EntityProperty_LayoutContents,"Contents:",
EntityProperty_LayoutContentsDevices,"Devices",
EntityProperty_Grid,"Grid #{Number}",
EntityProperty_GridElectricityGenerated,"Energy used:",
EntityProperty_GridElectricityStored,"Energy storage:",
EntityProperty_GridElectricity_NameColumn,"Name",
EntityProperty_GridElectricity_DrainColumn,"Drain",
EntityProperty_DetailsButtonLabel,"Details",
EntityProperty_PopulationSpace_NameColumn,"Name",
EntityProperty_PopulationSpace_HealthColumn,"Health",
EntityProperty_PopulationSpace_EmptyEntry,"(No resident)",
EntityProperty_StorageDetailsButtonLabel,"Filter",
EntityProperty_WorkerOperatedRate,"/min",
EntityProperty_WorkerOperatedMineralPatchUnable,"Cannot assign employees to this *Mineral Patch*, it is currently being *mined by a Mine*.",
EntityProperty_WorkerOperatedPickupLimit,"Resource Pickup Limit",
EntityProperty_WorkerOperatedPickupLimitTooltip,"Workers will come to pick up resources when they exceed this amount.",
EntityProperty_Target_Label,"Targeting:",
EntityProperty_Target_NoTarget,"(No target)",
EntityProperty_Speed_Label,"Speed:",
EntityProperty_Speed_Format,"{Speed} Km/h",
EntityProperty_Weapons_Label,"Weapons installed:",
EntityProperty_Weapons_Installed,"List of installed weapons:",
EntityProperty_Weapons_Reloading,"Reloading:",
EntityProperty_Weapons_Ammo,"Ammo:",
EntityProperty_Weapons_DamagePerShot,"Damage:",
EntityProperty_Weapons_DamagePerShotFormat,"{Damage} HP/shot",
EntityProperty_Weapons_RechargeTime,"{Time}s",
EntityProperty_TruckStorageTitle,"Trucks activity",
EntityProperty_TruckStorageCapacityFormat,"(max capacity {Capacity})",
EntityProperty_TruckStorageAvailable,"Available:",
EntityProperty_TruckStorageInUse,"In use:",
EntityProperty_TruckStorageMax,"Max:",
EntityProperty_TruckStorageNone,"No truck",
EntityProperty_TruckStorageAvailable,"Parked",
EntityProperty_TruckStorageInUse,"Used",
EntityProperty_TruckStoragePercent,"Truck construction:",
EntityProperty_TruckStorageTimesUsed,"Times used:",
EntityProperty_TruckStorageFuelUsedMinMax,"Fuel used (min/max):",
EntityProperty_TruckStorageRange,"Travel Range:",
TruckRange_Near,"1/3 of range",
TruckRange_Medium,"2/3 of range",
TruckRange_Distant,"Full range",
EntityProperty_ShowList,"Show List",
EntityProperty_HideList,"Hide List",
EntityProperty_CreditsGenerated_PerSecond,"per second",
EntityProperty_InfluenceGain,"Influence:",
EntityProperty_InfluenceGainFormat,"Grants [influence:{Influence}] per minute while building is online.",
EntityProperty_DestroyedBuildingLabel,"Previously:",
EntityProperty_ShipSupport,"Ships supported:",
BuildingStats_LayoutSize,"Tiles:",
BuildingStats_ElectricityRequired,"Energy required:",
BuildingStats_ElectricityOutput,"Energy produced:",
BuildingStats_ElectricityStorage,"Energy stored:",
BuildingStats_FuelRequired,"Fuel required:",
BuildingStats_FuelOutput,"Max fuel output:",
BuildingStats_AbsorbRange,"Absorb range:",
BuildingStats_FuelStorage,"Fuel stored:",
BuildingStats_MaxWorkers,"Max workers:",
BuildingStats_CommandRange,"Command range:",
BuildingStats_ExhaustRequired,"Exhaust:",
BuildingStats_SensorRange,"Sensor range:",
BuildingStats_MiningRange,"Mining range:",
BuildingStats_StorageCapacity,"Storage capacity:",
BuildingStats_PollutionResistance,"Pollution resistance:",
BuildingStats_PollutionProduction,"Pollution rate:",
BuildingStats_SupportedWorkers,"Supported workers:",
BuildingStats_TrackingRange,"Tracking range:",
BuildingStats_ReloadTime,"Reload time:",
BuildingStats_TrainingSlots,"Training slots:",
BuildingStats_NumberOfTrucks,"Truck capacity:",
BuildingStats_InfluenceGain,"Influence gain:",
BuildingStats_InfluenceGainFormat,"{Influence}/min",
BuildingStats_CreditsGenerated,"Credits generated:",
BuildingStats_CreditsGeneratedFormat,"{Credits}/min",
BuildingStats_CitizenWorkers,"Citizen capacity:",
BuildingStats_LivingSpace,"Living space:",
BuildingStats_ConnectedRange,"Connection range:",
BuildingStats_AmmoCapacity,"Ammo capacity:",
BuildingStats_DamagePerShot,"Damage per shot:",
ShipCombat_LeaveCombatLabel,"Leave Combat",
ShipCombat_DisengageCombatLabel,"Flee!",
ShipCombat_HullUnit,"hp",
ShipCombat_FuelRemaining_Seconds,"{Seconds}",
ShipCombat_FuelRemaining_Minutes,"{Hours}:{Minutes}",
ShipCombat_MinutesUnit,"mins",
ShipCombat_HoursUnit,"hrs",
ShipCombat_WeaponCharging,"*Charging*",
ShipCombat_WeaponCharged,"*Charged*",
ShipCombat_WeaponOffline,"Offline",
ShipCombat_WeaponOffline_NoPower,"Not connected to active Energy Relay.",
ShipCombat_WeaponOffline_NoWorker,"No Employee",
ShipCombat_WeaponOffline_Damage,"Damaged",
ShipCombat_WeaponFire,"Firing",
ShipCombat_HullBar_Tooltip,"Your ship's current hull strength. When this hits zero, your ship will explode.",
ShipCombat_LevelIcon_Tooltip,"The general strength of the ship.",
_ShipCombat_ReadyLabel,Ready,
_ShipCombat_NoTargetLabel,[warn:No Target],
_ShipCombat_CrewHealth_Healthy_Tooltip,Healthy,
_ShipCombat_CrewHealth_Injured_Tooltip,Injured,
_ShipCombat_CrewHealth_Critical_Tooltip,Critical,
_ShipCombat_CrewHealth_Dead_Tooltip,Dead,
ShipCombat_CrewAction_Repairing,"Repairing",
ShipCombat_CrewAction_Healing,"Healing",
ShipCombat_CrewAction_Working,"Working",
ShipCombat_CrewAction_Working_OnCockpit,"Cockpit",
ShipCombat_CrewAction_Working_OnGenerator,"Generator",
ShipCombat_CrewAction_Working_OnShield,"Shield",
ShipCombat_CrewAction_Working_OnWeapon,"Weapon {0}",
ShipCombat_CrewAction_Idle,"Idle",
ShipCombat_CrewAction_Healing,"Healing",
ShipCombat_CrewAction_Dead,"Dead",
ShipCombat_CrewAction_Dying,"Dying",
ShipCombat_CrewAction_Moving,"Moving",
ShipCombat_CrewAction_Surveying,"Scanning",
_ShipCombat_CrewHealth_Healthy_Description,"Healthy --- No problems",
_ShipCombat_CrewHealth_Injured_Description,"Injured --- [warn:Can't operate devices] [warn:Speed reduced 50%]",
_ShipCombat_CrewHealth_Critical_Description,"Critical --- [warn:Cannot operate devices] [warn:Can't repair] [warn:Speed reduced 75%]\nGet to med pod immediately!",
_ShipCombat_CrewHealth_Dead_Description,"Dead --- Cannot be revived.",
_ShipCombat_GameOver_Destroyed_Title,"Your Ship was Destroyed!",
_ShipCombat_GameOver_Destroyed_Body,"It looks like your ship was blown to smithereens by the enemy. That's going to look bad on this quarter's report.",
_ShipCombat_GameOver_Win_Title,"Enemy Destroyed",
_ShipCombat_GameOver_Win_Body,"The enemy ship lies in a million itty bitty pieces, while you fly off into the sunset and a future of excellent quarterly returns.",
ShipCombat_TargetingWeaponCursorStateTooltip_SetTarget,"Choose Weapon Target",
ShipCombat_TargetingWeaponCursorStateTooltip_Fire,"Fire",
ShipCombat_TargetingWeaponCursorStateTooltip_Cancel,"Cancel",
ShipCombat_WorkerOrderCursorStateTooltip_Title,"Give Employee Order",
ShipCombat_WorkerOrderCursorStateTooltip_Description,"Choose a Device or location to tell an [employee] to go there",
ShipCombat_WorkerOrderCursorStateTooltip_GiveOrder,"Give Order:",
ShipCombat_WorkerOrderCursorStateTooltip_GiveOrderActionLabel,"Give Order",
ShipCombat_WorkerOrderCursorStateTooltip_Cancel,"Cancel",
ShipCombat_WorkerOrderCursorStateTooltip_ActionRepairDevice,"Repair {DeviceName}",
ShipCombat_WorkerOrderCursorStateTooltip_ActionRepairTile,"Repair tile",
ShipCombat_WorkerOrderCursorStateTooltip_ActionMoveTo,"Move to tile",
ShipCombat_WorkerOrderCursorStateTooltip_ActionAssign,"Operate {DeviceName}",
ShipCombat_WorkerOrderCursorStateTooltip_ActionHeal,"Heal [employee] at {DeviceName}",
ShipCombat_WorkerDetails_HealthLabel,"Health",
ShipCombat_WorkerDetails_TaskLabel,"Task",
ShipCombat_ConfirmPayTitle,"War Bond",
ShipCombat_ConfirmPayDescription,"The Council demands that you *pay the required war bond* to engage in corporation hostilities.",
ShipCombat_ConfirmCostLabel,"Cost:",
ShipCombat_CancelButtonLabel,"Flee",
ShipCombat_ConfirmButtonLabel,"Pay & Engage",
ShipCombat_BatteryBarTooltipTitle,"Battery Status",
ShipCombat_FuelBarTooltipTitle,"Fuel Status",
BuildingConstruction_Title,"Structures",
BuildingConstruction_Description,"Available for construction.",
BuildingConstruction_Unlock,"to unlock",
ShipConstruction_DevicePlacementExplanation,"*Left mouse button*: Place Device\n*Right mouse button*: Cancel\n*Shift+R / R*: Rotate",
ShipConstruction_SelectShipButtonLabel,"Select Ship",
ShipConstruction_NoShipExplanation,"No ship docked, select a ship hull to begin construction.",
ShipConstruction_LaunchButtonLabel,"Launch",
ShipConstruction_LaunchButton_Enabled_Tooltip,"Launch the ship!",
ShipConstruction_LaunchButton_Disabled_Tooltip,"Cannot launch until all requirements are met.",
ShipConstruction_RotatePreviewExplanation,"*Left mouse button*: Rotate preview",
ShipConstruction_Hulls_Title,"Hulls",
ShipConstruction_Devices_Title,"Devices",
ShipConstruction_Checklist_Title,"Checklist",
ShipConstruction_Checklist_Description,"Required items for takeoff.",
ShipConstruction_Checklist_Warnings,"Secondary Systems",
ShipConstruction_Checklist_Errors,"Primary Systems",
ShipConstruction_Checklist_WarningsAllOK,"All systems clear!",
ShipConstruction_Checklist_ErrorsAllOK,"All systems clear!",
ShipConstruction_AssignedWorkersLabel_Format,"{WorkerCount}/{WorkerMax} Employees",
ShipConstruction_DevicesUnderConstruction,"Some Devices are still under construction!",
ShipConstruction_DevicesUnderConstruction_Tooltip,"[warn:Launching the ship will pause the Devices' construction.]",
ShipConstruction_BackToHullSelectionButtonLabel,"Back to hull selection",
ShipConstruction_ChooseHullButtonLabel,"Choose Hull",
ShipConstruction_ExitButtonLabel,"Leave Shipyard",
ShipConstruction_NoShipUnderConstruction,"No ship under construction.",
ShipConstruction_NoShipUnderConstruction,"No ship under construction.",
ShipConstruction_ClearAllDevicesLabel,"Clear All Devices",
ShipConstruction_ClearAllDevicesLabel_Tooltip,"*Removes all Devices* from the current hull layout.",
ShipConstruction_LockedForPAX,"Device coming soon in *Early Access*.",
ShipConstruction_DeleteModeLabel_Enter,"Delete Mode",
ShipConstruction_DeleteModeLabel_Exit,"Exit Delete Mode",
ShipConstruction_DeleteModeLabel_Tooltip,"Enter delete mode, *click to delete* a Device.",
ShipConstruction_Crew_SlotFilled_EnoughOxygen,"A *crew member* on your ship.\n\n_In combat this *crew member* will their start at their *Crew pod*._",
ShipConstruction_Crew_SlotFilled_NotEnoughOxygen,"A *crew member* on your ship with [warn:not enough oxygen].\n\n_Add and power up more *Life Support* Devices to keep them alive!_",
ShipConstruction_Requirements_Short,"Reqs",
ShipConstruction_Requirements_Format,"{Main}\n\nProblems:\n{Problems}",
ShipConstruction_Requirements_DeviceProblem_Fuel," - [warn:Not enough fuel]",
ShipConstruction_Requirements_DeviceProblem_Power," - [warn:Not enough energy]",
ShipConstruction_Requirements_DeviceProblem_Pathfinding," - [warn:Not enough crew]",
ShipConstruction_Requirement_ConnectedEngine,"Engine Required",
ShipConstruction_Requirement_ConnectedEngine_Tooltip,"Must have [device:DEVICE_ENGINE_SMALL].\n\n_Additional engines *increase ship speed.*_",
ShipConstruction_Requirement_ConnectedEngine_Met_Tooltip,"Ship has a functional [device:DEVICE_ENGINE_SMALL].",
ShipConstruction_Requirement_PowerSource,"Not enough Energy",
ShipConstruction_Requirement_PowerSource_Tooltip,"Must have [warn:a Energy source].\n\n_*Batteries* or *Generators* can act as a Energy source._",
ShipConstruction_Requirement_PowerSource_Met_Tooltip,"Ship has a functional Energy source.",
ShipConstruction_Requirement_SufficientLifeSupport,"{LSNumber} {LSNumber}|plural(one=Life Support,other=Life Supports) blah",
ShipConstruction_Requirement_SufficientLifeSupport_Tooltip,"Must have sufficient life support. Ship has *{WorkerCount} {WorkerCount}|plural(one=employee,other=employees)*. You must have [warn:at least {RequiredLifeSupportCount}] operational *{RequiredLifeSupportCount}|plural(one=life support system,other=life support systems)* to launch.",
ShipConstruction_Requirement_SufficientLifeSupport_Met_Tooltip,"Ship has sufficient *Life Support*.",
ShipConstruction_Requirement_SufficientLifeSupportNoDevices_Tooltip,"Must have [warn:at least 1 Life Support].\n\n_*Life Support* modules keep crewmembers alive. If they go offline, oxygen gradually leaks and crewmembers die one by one._",
ShipConstruction_Requirement_ConnectedCockpit,"Cockpit Required",
ShipConstruction_Requirement_ConnectedCockpit_Tooltip,"Must have a [device:DEVICE_COCKPIT].\n\n_A working *Cockpit* is needed to flee battles._",
ShipConstruction_Requirement_ConnectedCockpit_Met_Tooltip,"Ship has a *Cockpit*.",
ShipConstruction_Requirement_ConnectedWeapon,"No weapon, ship will not be able to attack.",
ShipConstruction_Requirement_ConnectedWeapon_Tooltip,"It is recommended to have at least one weapon on-board.",
ShipConstruction_Requirement_ConnectedWeapon_Met_Tooltip,"Ship has at least two *Weapons*.",
ShipConstruction_Requirement_EnoughBeds_Format,"{BedNumber} {BedNumber}|plural(one=Crew Pod,other=Crew Pods)",
ShipConstruction_Requirement_EnoughBeds_Tooltip,"Must have at least {BedNumber} {BedNumber}|plural(one=Crew Pod,other=Crew Pods).\n\n_In combat, *Employees* start from *Crew pods*._",
ShipConstruction_Requirement_EnoughBeds_Met_Tooltip,"Ship has at least {BedNumber} *{BedNumber}|plural(one=Crew Pod,other=Crew Pods)*.\n\n_In combat, *Employees* start from *Crew pods*._",
ShipConstruction_Requirement_SufficientLifeSupport,"Life Support required",
ShipConstruction_Requirement_SufficientLifeSupport_Tooltip,"Not enough [device:DEVICE_LIFESUPPORT] Devices to support the crew!",
ShipConstruction_Requirement_SomeWorkers,"3 Crew required",
ShipConstruction_Requirement_SomeWorkers_Tooltip,"Build [device:DEVICE_ESCAPE_POD] and assign *at least 3* [employees].",
ShipConstruction_Requirement_EnoughWorkers,"Need sufficient [employees]",
ShipConstruction_Requirement_EnoughWorkers_Format,"{WorkerNumber} {WorkerNumber}|plural(one=Employee,other=Employees)",
ShipConstruction_Requirement_EnoughWorkers_Tooltip,"Must have at least {WorkerNumber} {WorkerNumber}|plural(one=Employees,other=Employees).\n\n_Can have up to one *Employee* for every *Crew Pod*._",
ShipConstruction_Requirement_EnoughWorkers_Met_Tooltip,"Ship has at least {WorkerNumber} *{WorkerNumber}|plural(one=Employee,other=Employees)*.\n\n_Can have up to one *Employee* for every *Crew Pod*._",
ShipConstruction_Requirement_DevicesAllComplete,"Device Under Construction",
ShipConstruction_Requirement_DevicesAllComplete_Tooltip,"All Devices must be completed before take-off",
ShipConstruction_Requirement_DevicesAllComplete_Met_Tooltip,"Device requirements met.",
ShipConstruction_Requirement_Generator,"Generator required",
ShipConstruction_Requirement_Generator_Met_Tooltip,"Ship has a [device:DEVICE_GENERATOR].",
ShipConstruction_Requirement_Generator_Tooltip,"Ship must have a [device:DEVICE_GENERATOR].",
ShipConstruction_Requirement_FuelTank,"Fuel Tank required",
ShipConstruction_Requirement_FuelTank_Tooltip,"Ship must have a *Fuel Tank*.",
ShipConstruction_Requirement_NoWorkersOnTheWay,"[employees] not yet aboard",
ShipConstruction_Requirement_NoWorkersOnTheWay_Tooltip,"[employees] assigned to the ship are still on the way. Cannot launch until they have arrived.",
ShipConstruction_Requirement_NoWorkersOnTheWay_Met_Tooltip,"Workers requirements met.",
ShipConstruction_Requirement_NoWorkersOnTheWay_Met_Tooltip,"Workers requirements met.",
ShipConstruction_RequiredDevice_Tooltip,"Required for take-off.",
ShipConstruction_ShipDetailsLabel,"Ship Details",
ShipConstruction_ShipLayoutLabel,"Ship Layout",
ShipConstruction_HullStrength,"Hull Strength:",
ShipConstruction_WeaponTitle,"Weapons",
ShipConstruction_WeaponSlotsTitle,"Weapon Slots:",
ShipConstruction_Devices,"Devices:",
ShipConstruction_Speed,"Speed:",
ShipConstruction_ShipTilesTitle,"Ship Tiles:",
ShipConstruction_ProgressPanelResourcesTitle,"Gathering Resources",
ShipConstruction_ProgressPanelConstructionTitle,"Ship Under Construction",
ShipConstruction_CrewRequired,"Employees:",
ShipConstruction_CursorActionTooltip_Confirm,"Place",
ShipConstruction_CursorActionTooltip_Rotate,"Rotate",
ShipConstruction_CursorActionTooltip_Cancel,"Cancel",
ShipConstruction_WorkerCountLabel,"Workers:",
ShipConstruction_BuildSpeedLabel,"Construction Speed:",
ShipConstruction_BuildSpeedFormat,"{Speed}x",
ShipConstruction_CrewButton_NoWorker,"No worker assigned",
ShipConstruction_CrewButton_WorkerOnTheWay,"Worker on the way",
ShipConstruction_CrewButton_NoEscapePod,"No Crew Pod",
ShipConstruction_CrewButton_CannotAssignNoPower,"Cannot assign worker, Crew Pod needs Energy",
ShipConstruction_SaleFormatText,"+â‚®{0}",
ShipConstruction_BuyFormatText,"-â‚®{0}",
DevicePopup_Problems,"Problems",
DeviceProblemIconPopup_Crew,"Need Crew.\n\n_This Device needs a crew member to work._",
DeviceProblemIconPopup_Fuel,"Insufficient [fuel].\n\n_This Device needs [fuel] to work. Place more *Fuel Tanks*._",
DeviceProblemIconPopup_Power,"Insufficient [energy].\n\n_Not enough [energy] to power on this Device. Place more *Generators* or *Batteries*.",
DeviceProblemIconPopup_Pathfinding,"*Can't reach enough Crew Pods* from this device.\n\n_*Employees start at Crew Pods*, and must be able to *walk to a Device* to enable it._",
DevicePopup_DeviceDisabled,"Disabled",
ShipConstruction_Title,"Ship Designer",
ShipConstruction_Hull_Subtitle,"First select a hull.",
ShipConstruction_Devices_Subtitle,"Select Devices to fill out your ship.",
ShipConstruction_Hull_Cost,"Credits:",
ShipConstruction_Hull_HullHP,"Hull",
ShipConstruction_Hull_WeaponCount,"Weapons",
ShipConstruction_WeaponSlot_Empty,"Empty",
ShipConstruction_WeaponSlot_Empty_Tooltip,"Place a *weapon Device* to fill this slot.",
ShipConstruction_UnlockShipHull,"Unlock Hull",
ShipConstruction_BuyShip,"Construct Ship",
ShipConstruction_EarlyAccessTitle,"Early Access info!",
ShipConstruction_EarlyAccessBody,"Ship interior customization will come in a later update and will allow interior view combat.",
_Replacement_Electricity_NoPayload,Energy,
_Replacement_Electricity_Payload,"{0} Energy",
_Replacement_Electricity_Tooltip,"*Devices* require [energy] to function. [energy] is produced by [device:DEVICE_GENERATOR] and other Devices.",
_Replacement_Fuel_NoPayload,Fuel,
_Replacement_Fuel_Payload,"{0} Fuel",
_Replacement_Fuel_Tooltip,"Ships are powered by [fuel].",
_Replacement_Credits_NoPayload,Credits,
_Replacement_Credits_Payload,"{0} {0}|plural(one=Credit,other=Credits)",
_Replacement_Credits_Tooltip,"[credits] are used to purchase many things on Titan.\n[credits] are generated by [citizens] working in [device:DEVICE_WORKSTATION] and *Offices*.",
_Replacement_Population_NoPayload,Citizen,
_Replacement_Population_NoPayloadPlural,Citizens,
_Replacement_Population_Payload,"{0} {0}|plural(one=Citizen,other=Citizens)",
_Replacement_Population_Tooltip,"*Citizens* that live in your City can earn *Credits* or be converted into an *Employee*. They are acquired through *Offworld Migrations* via the *Spaceport*.",
_Replacement_Worker_NoPayload,Employee,
_Replacement_Worker_NoPayloadPlural,Employees,
_Replacement_Worker_Payload,"{0} {0}|plural(one=Employee,other=Employees)",
_Replacement_Worker_Tooltip,"*Employees* will work without the need for sleep. They are converted from *Citizens* via a *Conversion Capsule*.",
_Replacement_Hull_NoPayload,"Hull HP",
_Replacement_Hull_Payload,"{0} Hull HP",
_Replacement_Hull_Tooltip,"The structural integrity of the ship. When this reaches zero, the ship explodes.",
_Replacement_Mineral_NoPayload,"Mineral",
_Replacement_Mineral_NoPayloadPlural,Minerals,
_Replacement_Mineral_Payload,"{0} {0}|plural(one=Mineral,other=Minerals)",
_Replacement_Mineral_Tooltip,"*Minerals* are *common* resources used for construction. They can be acquired through *salvaging Ruins* or *mining* a Mineral node.",
_Replacement_Isotope_NoPayload,"Isotope",
_Replacement_Isotope_NoPayloadPlural,Isotopes,
_Replacement_Isotope_Payload,"{0} {0}|plural(one=Isotope,other=Isotopes)",
_Replacement_Isotope_Tooltip,"*Isotopes* are *rare* resources used for construction. They can be acquired through *salvaging Ruins* or *mining* an Isotope node.",
_Replacement_Influence_NoPayload,"Influence",
