Key,SourceString,Comment
HUD_StatusBar_ElectricityFuel_DrainingBatteries,Consumo Batt.,
HUD_StatusBar_ElectricityFuel_DrainingTanks,Consumo Carburante,
HUD_StatusBar_ElectricityTooltip_Title,Info Alimentazione,
HUD_StatusBar_ElectricityTooltip_GridFormat,Informazioni Rete #{Number},
HUD_StatusBar_ElectricityTooltip_EnergyUsed,Energia usata:,
HUD_StatusBar_ElectricityTooltip_EnergyBalance,Saldo Energia:,
HUD_StatusBar_ElectricityTooltip_EnergyStored,Energia stoccata:,
HUD_StatusBar_FuelTooltip_Title,Info Carburante,
HUD_StatusBar_FuelTooltip_Description,*Il Carburante si sposta dovunque subito* (cambierà durante l'EA),
HUD_StatusBar_FuelTooltip_FuelGenerated,Carburante generato:,
HUD_StatusBar_FuelTooltip_FuelNeeded,Carburante necessario:,
HUD_StatusBar_FuelTooltip_FuelBalance,Saldo Carburante:,
HUD_StatusBar_FuelTooltip_FuelStored,Carburante stoccato:,
HUD_CameraControls_Title,Comandi visuale,
HUD_CameraControls_RotateClockwiseTooltip,Ruota *in senso orario*.,
HUD_CameraControls_RotateAnticlockwiseTooltip,Ruota *in senso anti-orario*.,
HUD_CameraControls_ZoomInTooltip,*Ingrandisci* la visuale.,
HUD_CameraControls_ZoomOutTooltip,*Riduci* la visuale.,
HUD_OverlayControls_Title,Overlay,
HUD_OverlayControls_NoOverlayButtonLabel,Nascondi,
HUD_OverlayControls_NoOverlayButtonTooltip,Nascondi tutti gli overlay,
HUD_OverlayControls_OwnedTerritoryButtonLabel,Territorio,
HUD_OverlayControls_OwnedTerritoryButtonTooltip,"Mostra il *Territorio*, i terreni che il giocatore possiede.",
HUD_OverlayControls_CommandAreaButtonLabel,Comando,
HUD_OverlayControls_CommandAreaButtonTooltip,"Mostra la *Zona di comando*, i terreni in cui il giocatore controlla gli Impiegati.",
HUD_OverlayControls_PollutionButtonTooltip,Mostra l'*Inquinamento*.,
HUD_OverlayControls_PowerButtonTooltip,Mostra *Rete energetica*.,
HUD_OverlayControls_TransportButtonTooltip,Mostra la *Rete dei trasporti*.,
HUD_OverlayControls_MethaneButtonLabel,Xetano,
HUD_OverlayControls_MethaneButtonTooltip,"Mostra lo *Xetano*, la concentrazione di carburante che è possibile estrarre dall'aria.",
HUD_OverlayControls_ShowInWorldFlags,Avvertimenti,
HUD_OverlayControls_StateLabel,Overlay:,
HUD_OverlayControls_NoneLabel,Nessuno,
HUD_OverlayControls_PowerLabel,Alimentazione,
HUD_OverlayControls_TransportationLabel,Trasporti,
HUD_OverlayControls_PollutionLabel,Inquinamento,
HUD_OverlayControls_PlayerTerritoryLabel,Territorio,
HUD_OverlayControls_PlacingBuildingLabel,Edificio,
HUD_OverlayControls_CommandAreaLabel,Comando,
HUD_OverlayControls_MethaneLabel,Xetano,
HUD_OverlayControls_SpectatorLabel,,
HUD_OverlayControls_PollutionLegendTitle,Livelli di inquinamento,
HUD_OverlayControls_Flags,Avvisi:,
HUD_OverlayControls_FlagsButton,Filtro,
HUD_OverlayControls_FlagsTitle,Mostra avvisi,
HUD_OverlayControls_FlagsError,Problemi,
HUD_OverlayControls_FlagsWarning,Avvertimenti,
HUD_OverlayControls_FlagsAction,Azioni,
HUD_Minimap_ShowMinimapButtonLabel,Mostra minimappa,
HUD_Minimap_HideMinimapButtonLabel,Nascondi minimappa,
HUD_AutosaveComplete,Autosalvataggio completato,
HUD_QuicksaveComplete,Salvataggio rapido completato,
CouncilWindow_Title,Comunicazioni del Consiglio,
CouncilWindow_DescriptionBeforeUnlock,Sblocca la *Sala del Consiglio* per commerciare direttamente con il *Consiglio* usando [influence]. I *Biglietti commercio* limitano quante volte alla volta puoi commerciare o donare.,
CouncilWindow_Description,Scambia [Influence] in favori dal Consiglio.,
CouncilWindow_WelcomeDialog01,"Come puoi servire il Consiglio, oggi?",
CouncilWindow_WelcomeDialog02,Hai necessità di aiutarci?,
CouncilWindow_WelcomeDialog03,Sì? Cosa c'è?,
CouncilWindow_Lore,Comunicazioni del Consiglio,
CouncilWindow_CurrentInfluence,[influence],
CouncilWindow_Member1_Role,Membro del Consiglio,
CouncilWindow_Member1_Name,Aenar Pyr,
CouncilWindow_Tickets,Biglietti commercio,
CouncilWindow_GainInfluence_Title,Dona al Consiglio,
CouncilWindow_SpendInfluence_Title,Richiedi favore,
CouncilWindow_CouncilStorage,Stoccaggio Consiglio,
CouncilWindow_Choice_SellMinerals_Name,Dona Minerali,
CouncilWindow_Choice_SellMinerals_Description,-*{Amount} Minerali*,
CouncilWindow_Choice_SellIsotopes_Name,Dona Isotopi,
CouncilWindow_Choice_SellIsotopes_Description,-*{Amount} Isotopi*,
CouncilWindow_Choice_SellRedTech_Name,Dona Artefatti,
CouncilWindow_Choice_SellRedTech_Description,-*{Amount} Artefatti*,
CouncilWindow_Choice_SellCredits_Name,Dona Crediti,
CouncilWindow_Choice_SellCredits_Description,-*{Amount} Crediti*,
CouncilWindow_Choice_BuyMinerals_Name,Richiedi Minerali,
CouncilWindow_Choice_BuyMinerals_Description,+*{Amount} Minerali*,
CouncilWindow_Choice_BuyIsotopes_Name,Richiedi Isotopi,
CouncilWindow_Choice_BuyIsotopes_Description,+*{Amount} Isotopi*,
CouncilWindow_Choice_MigrationLockdown_Name,Embargo migrazione,
CouncilWindow_Choice_MigrationLockdown_Description,Blocca le migrazioni per *{Amount} ore*,
CouncilWindow_Choice_BuyScoutShip_Name,Richiedi nave ricognitore,
CouncilWindow_Choice_BuyScoutShip_Description,Acquisisci un piccolo ricognitore disarmato,
CouncilWindow_Choice_BuyCredits_Name,Richiedi Crediti,
CouncilWindow_Choice_BuyCredits_Description,+*{Amount} Crediti*,
CouncilWindow_ChoiceTooltip_Enabled,,
CouncilWindow_ChoiceTooltip_ResourcesUnavailable,*Risorse non disponibile* da donare al Consiglio.,
CouncilWindow_ChoiceTooltip_CreditsUnavailable,*Crediti non disponibili* da donare al Consiglio.,
CouncilWindow_ChoiceTooltip_RedTechUnavailable,*Tecnologia Rossa non disponibile* da donare al Consiglio.,
CouncilWindow_ChoiceTooltip_NotEnoughInfluence,*Influenza insufficiente* da donare al Consiglio.,
CouncilWindow_ChoiceTooltip_FullCredits,"*Crediti massimi*, impossibile richiedere altri Crediti.",
CouncilWindow_ChoiceTooltip_FullStorage,"Lo *Stoccaggio Consiglio* è *Pieno*, impossibile richiedere altre Risorse.",
CouncilWindow_ChoiceTooltip_FullInfluence,"*Influenza massima*, impossibile donare e ottenerne altra.",
AdvisorWindow_CallButton,Chiama consigliere,
AdvisorWindow_ListTitle,Lista di consiglieri,
AdvisorWindow_StatusBarButtonTooltip,Finestra consigliere,
AdvisorWindow_RecommendedTooltip,Dovresti parlare con questo consigliere.,
PhotoMode_StatusBarButtonTooltip,Modalità fotografica,
Paused Title,In pausa,Shown in the title of the paused area
Ship_Upgrade_Details,"*Migliora* la tua *nave* per [credits:59], utilizzando [manpower:1]\n\nNota: facendo ciò distruggerai la tua vecchia nave.",
Device_Desc_Format,\n[fuel:{Fuel}]\n[energy:{Electricity}]\n[time:{RechargeDuration}]\n[health:{Health}]\nCosto in Risorse: {ResourceCost}\n{FlavorText},
General_Credits,[credits:{Credits}],
DeviceDetails_TogglePower_Label,Disattiva,
DeviceDetails_TogglePower_Tooltip,Attiva o disattiva questo Dispositivo.,
DeviceDetails_ToggleEnabledButton_Enabled,Online,
DeviceDetails_ToggleEnabledButton_Disabled,Disattivato,
DeviceDetails_ToggleEnabledButton_Tooltip,Attiva/disattiva lo stato del Dispositivo.,
DeviceDetails_DismantleDeviceButton_Label,Smantella,
DeviceDetails_DismantleDeviceButton_Tooltip,Imposta un compito di smantellamento per gli Impiegati. Tutte le Risorse di costruzione verranno restituite.,
DeviceDetails_DismantleDeviceButton_Tooltip_CannotDismantleLastStorageContainer,Impossibile smantellare l'ultimo Contenitore stoccaggio. Devi possederne *almeno uno*.,
DeviceDetails_DismantleDeviceButton_Tooltip_NotEmpty,Impossibile smantellare *i Contenitori che contengono Risorse*.,
DeviceDetails_DismantleDeviceButton_Tooltip_NotEnoughSpaceToDropStoredWaste,Spazio insufficiente per far uscire i *Rifiuti* stoccati.,
DeviceDetails_DismantleDeviceButton_Tooltip_StoredResourcesInUse,Alcune delle Risorse stoccate sono in uso.,
DeviceDetails_DismantleDeviceButton_Tooltip_SomethingInProgress,Impossibile smantellare mentre l'azione è in corso.,
DeviceDetails_DismantleDeviceButton_Tooltip_Disabled,Smantellamento disabilitato.,
DeviceDetails_ElectricityRequirements_NotMet_Tooltip,[warn:Il Dispositivo richiede Energia.],
DeviceDetails_FuelRequirements_NotMet_Tooltip,[warn:Il Dispositivo richiede Carburante.],
DeviceDetails_CrewRequirements_NotMet_Tooltip,[warn:Il Dispositivo richiede un membro dell'equipaggio.],
DeviceDetails_RepairRequirements_NotMet_Tooltip,[warn:Il Dispositivo richiede riparazioni.],
DeviceDetails_MoveButton_Label,Muovi,
DeviceDetails_MoveButton_Tooltip,Riprendi il Dispositivo e spostalo in un altro posto.,
DeviceDetails_DuplicateButton_Label,Copia,
DeviceDetails_DuplicateButton_Tooltip,Seleziona questo tipo di Dispositivo per costruirne un altro.,
DeviceDetails_DuplicateBuildingButton_Tooltip,Seleziona questo tipo di Edificio per costruirne un altro.,
DeviceDetails_CrewRequired_Tooltip,Numero di *membri dell'equipaggio* richiesti per il Dispositivo.,
DeviceDetails_IsEnemyDevice,Dispositivo nemico,
DevicePropertyGrid_ElectricityOutput,Produzione Energia:,
DevicePropertyGrid_ElectricityRequired,Costo in Energia:,
DevicePropertyGrid_NoElectricityRequired,Non richiede Energia.,
DevicePropertyGrid_ElectricityStorage,Stoccaggio Energia:,
DevicePropertyGrid_FuelOutput,Produzione max Carburante:,
DevicePropertyGrid_AbsorbRange,Raggio assorbimento:,
DevicePropertyGrid_MethaneToFuelFactor,Efficienza assorbimento:,
DevicePropertyGrid_FuelRequired,Costo in Carburante:,
DevicePropertyGrid_FuelStorage,Stoccaggio Carburante:,
DevicePropertyGrid_RechargeTime,Tempo di Ricarica:,
DevicePropertyGrid_RechargeTime_Value,{Seconds}s,
DevicePropertyGrid_BuildTime,Tempo costruzione:,
DevicePropertyGrid_StorageCapacity,Capacità stoccaggio:,
DevicePropertyGrid_SupportedWorkers,Fornitura Impiegati:,
DevicePropertyGrid_WorkerCount,Impiegati richiesti:,
DevicePropertyGrid_PopLivingSpace,Spazio popolazione:,
DevicePropertyGrid_PopJobs,Lavori popolazione:,
DevicePropertyGrid_InfluenceGain,Guadagno Influenza:,
DevicePropertyGrid_PollutionResistance,Resistenza Inquinamento:,
EntityProperty_ElectricityGenerated,Energia generata:,
EntityProperty_NotEnoughFuel,Carburante insufficiente,
EntityProperty_ManuallyDisabled,Disattivato manualmente,
EntityProperty_NotEnoughElectricity,Offline,
EntityProperty_Online,Online,
EntityProperty_FuelGenerated,Carburante generato:,
EntityProperty_FuelGenEfficiency,Efficienza:,
EntityProperty_FuelGenWasted,Carburante sprecato:,
EntityProperty_FuelGlobal,Utilizzo Carburante:,
EntityProperty_FuelUsed,Stato Carburante:,
EntityProperty_ElectricityUsed,Stato Energia:,
EntityProperty_ElectricityStored,Energia stoccata:,
EntityProperty_FuelStored,Carburante stoccato:,
EntityProperty_Health,PS:,
EntityProperty_Pollution,Inquinamento:,
EntityProperty_Methane,Xetano:,
EntityProperty_PollutionFiltered,Inquinamento rimosso:,
EntityProperty_PollutionFilteredTotal,Totale:,
EntityProperty_PollutionFilteredAverage,Media:,
EntityProperty_MethaneFiltered,Xetano rimosso:,
EntityProperty_MethaneFilteredTotal,Totale:,
EntityProperty_MethaneFilteredAverage,Media:,
EntityProperty_Residents,Residenti:,
EntityProperty_CitizensWorking,Cittadini al lavoro:,
EntityProperty_CreditsGenerated,Crediti generati:,
EntityProperty_WorkerConversion,Conversione Impiegati:,
EntityProperty_WorkerConversionPool,Limite Impiegati:,
EntityProperty_WorkerConversionFormat,{Current}/{Limit},
EntityProperty_WorkerConversionPopulation,Popolazione disponibile:,
EntityProperty_WorkerConversionQueue,Coda conversione:,
EntityProperty_WorkerConversionSlots,Spazi conversione:,
EntityProperty_WorkerConversionSupportTotalFormat,(Totale=*{Total}*),
EntityProperty_LayoutContents,Contenuti:,
EntityProperty_LayoutContentsDevices,Dispositivi,
EntityProperty_Grid,Rete #{Number},
EntityProperty_GridElectricityGenerated,Energia usata:,
EntityProperty_GridElectricityStored,Stoccaggio Energia:,
EntityProperty_GridElectricity_NameColumn,Nome,
EntityProperty_GridElectricity_DrainColumn,Consumo,
EntityProperty_DetailsButtonLabel,Dettagli,
EntityProperty_PopulationSpace_NameColumn,Nome,
EntityProperty_PopulationSpace_HealthColumn,Salute,
EntityProperty_PopulationSpace_EmptyEntry,(Nessun residente),
EntityProperty_StorageDetailsButtonLabel,Filtro,
EntityProperty_WorkerOperatedRate,/min,
EntityProperty_WorkerOperatedMineralPatchUnable,"Impossibile assegnare Impiegati a questo *Campo di Minerali*, al momento viene *estratto da una Miniera*.",
EntityProperty_WorkerOperatedPickupLimit,Limite raccolta Risorse,
EntityProperty_WorkerOperatedPickupLimitTooltip,I lavoratori verranno a raccogliere Risorse quando superano questa quantità.,
EntityProperty_Target_Label,Bersaglia:,
EntityProperty_Target_NoTarget,(Nessun bersaglio),
EntityProperty_Speed_Label,Velocità:,
EntityProperty_Speed_Format,{Speed} Km/h,
EntityProperty_Weapons_Label,Armi installate:,
EntityProperty_Weapons_Installed,Lista di armi installate:,
EntityProperty_Weapons_Reloading,Ricarica:,
EntityProperty_Weapons_Ammo,Munizioni:,
EntityProperty_Weapons_DamagePerShot,Danni:,
EntityProperty_Weapons_DamagePerShotFormat,{Damage} PS/colpo,
EntityProperty_Weapons_RechargeTime,{Time}s,
EntityProperty_TruckStorageTitle,Attività camion,
EntityProperty_TruckStorageCapacityFormat,(capacità massima {Capacity}),
EntityProperty_TruckStorageAvailable,Disponibile:,
EntityProperty_TruckStorageInUse,In uso:,
EntityProperty_TruckStorageMax,Massimi:,
EntityProperty_TruckStorageNone,Nessun camion,
EntityProperty_TruckStorageAvailable,Parcheggiato,
EntityProperty_TruckStorageInUse,Utilizzato,
EntityProperty_TruckStoragePercent,Costruzione camion:,
EntityProperty_TruckStorageTimesUsed,Utilizzato:,
EntityProperty_TruckStorageFuelUsedMinMax,Carburante usato (min/max):,
EntityProperty_TruckStorageRange,Distanza viaggi:,
TruckRange_Near,1/3 della portata,
TruckRange_Medium,2/3 della portata,
TruckRange_Distant,Tutta la portata,
EntityProperty_ShowList,Mostra lista,
EntityProperty_HideList,Nascondi lista,
EntityProperty_CreditsGenerated_PerSecond,al secondo,
EntityProperty_InfluenceGain,Influenza:,
EntityProperty_InfluenceGainFormat,Conferisce [influence:{Influence}] al minuti finché l'Edificio è online.,
EntityProperty_DestroyedBuildingLabel,Precedente:,
BuildingStats_LayoutSize,Caselle:,
BuildingStats_ElectricityRequired,Energia richiesta:,
BuildingStats_ElectricityOutput,Energia prodotta:,
BuildingStats_ElectricityStorage,Energia stoccata:,
BuildingStats_FuelRequired,Carburante richiesto:,
BuildingStats_FuelOutput,Produzione max Carburante:,
BuildingStats_AbsorbRange,Raggio assorbimento:,
BuildingStats_FuelStorage,Carburante stoccato:,
BuildingStats_MaxWorkers,Lavoratori massimi:,
BuildingStats_CommandRange,Raggio comando:,
BuildingStats_ExhaustRequired,Scarico:,
BuildingStats_SensorRange,Raggio sensori:,
BuildingStats_MiningRange,Raggio estrazione:,
BuildingStats_StorageCapacity,Capacità stoccaggio:,
BuildingStats_PollutionResistance,Resistenza inquinamento:,
BuildingStats_PollutionProduction,Tasso inquinamento:,
BuildingStats_SupportedWorkers,Lavoratori supportati:,
BuildingStats_TrackingRange,Raggio tracciamento:,
BuildingStats_ReloadTime,Tempo ricarica:,
BuildingStats_TrainingSlots,Spazi addestramento:,
BuildingStats_NumberOfTrucks,Capacità camion:,
BuildingStats_InfluenceGain,Guadagno Influenza:,
BuildingStats_InfluenceGainFormat,{Influence}/min,
BuildingStats_CreditsGenerated,Crediti generati:,
BuildingStats_CreditsGeneratedFormat,{Credits}/min,
BuildingStats_CitizenWorkers,Capacità Cittadini:,
BuildingStats_LivingSpace,Spazio abitativo:,
BuildingStats_ConnectedRange,Raggio connessione:,
BuildingStats_AmmoCapacity,Capacità munizioni:,
BuildingStats_DamagePerShot,Danni per colpo:,
ShipCombat_LeaveCombatLabel,Lascia combattimento,
ShipCombat_DisengageCombatLabel,Scappa!,
ShipCombat_HullUnit,ps,
ShipCombat_FuelRemaining_Seconds,{Seconds},
ShipCombat_FuelRemaining_Minutes,{Hours}:{Minutes},
ShipCombat_MinutesUnit,minuti,
ShipCombat_HoursUnit,ore,
ShipCombat_WeaponCharging,*In ricarica*,
ShipCombat_WeaponCharged,*Caricato*,
ShipCombat_WeaponOffline,Offline,
ShipCombat_WeaponOffline_NoPower,Non connesso a un Relè d'Energia attivo.,
ShipCombat_WeaponOffline_NoWorker,Nessun Impiegato,
ShipCombat_WeaponOffline_Damage,Danneggiato,
ShipCombat_WeaponFire,Spara,
ShipCombat_HullBar_Tooltip,"La resistenza di scafo attuale della nave. Quando raggiunge zero, la nave esplode.",
ShipCombat_LevelIcon_Tooltip,La forza generale della nave.,
_ShipCombat_ReadyLabel,Pronta,
_ShipCombat_NoTargetLabel,[warn:Nessun bersaglio],
_ShipCombat_CrewHealth_Healthy_Tooltip,Sano,
_ShipCombat_CrewHealth_Injured_Tooltip,Ferito,
_ShipCombat_CrewHealth_Critical_Tooltip,Critico,
_ShipCombat_CrewHealth_Dead_Tooltip,Morto,
ShipCombat_CrewAction_Repairing,Ripara,
ShipCombat_CrewAction_Healing,Guarisce,
ShipCombat_CrewAction_Working,Lavora,
ShipCombat_CrewAction_Working_OnCockpit,Abitacolo,
ShipCombat_CrewAction_Working_OnGenerator,Generatore,
ShipCombat_CrewAction_Working_OnShield,Scudo,
ShipCombat_CrewAction_Working_OnWeapon,Arma {0},
ShipCombat_CrewAction_Idle,Inattivo,
ShipCombat_CrewAction_Healing,Guarisce,
ShipCombat_CrewAction_Dead,Morto,
ShipCombat_CrewAction_Dying,Morente,
ShipCombat_CrewAction_Moving,Si sposta,
ShipCombat_CrewAction_Surveying,Scansiona,
_ShipCombat_CrewHealth_Healthy_Description,Sano --- Nessun problema,
_ShipCombat_CrewHealth_Injured_Description,Ferito --- [warn:Non può far funzionare Dispositivi] [warn:Velocità ridotta del 50%],
_ShipCombat_CrewHealth_Critical_Description,Critico --- [warn:Non può far funzionare Dispositivi] [warn:Non può riparare] [warn:Velocità ridotta del 75%]\nVai subito alla capsula medica!,
_ShipCombat_CrewHealth_Dead_Description,Morto --- Impossibile rianimare.,
_ShipCombat_GameOver_Destroyed_Title,La tua nave è stata distrutta!,
_ShipCombat_GameOver_Destroyed_Body,A quanto pare la tua nave è stata ridotta in brandelli dal nemico. Sarà una bella voce in rosso nel bilancio di questo trimestre.,
_ShipCombat_GameOver_Win_Title,Nemico distrutto,
_ShipCombat_GameOver_Win_Body,"La nave nemica è stata ridotta in mille piccoli pezzettini, mentre tu voli nel tramonto e in un futuro di eccellenti detrazioni trimestrali.",
ShipCombat_TargetingWeaponCursorStateTooltip_SetTarget,Scegli bersaglio arma,
ShipCombat_TargetingWeaponCursorStateTooltip_Fire,Fuoco,
ShipCombat_TargetingWeaponCursorStateTooltip_Cancel,Annulla,
ShipCombat_WorkerOrderCursorStateTooltip_Title,Dai un'ordine a un Impiegato,
ShipCombat_WorkerOrderCursorStateTooltip_Description,Scegli un Dispositivo o un punto per dire a un [employee] di andare lì,
ShipCombat_WorkerOrderCursorStateTooltip_GiveOrder,Dai ordine:,
ShipCombat_WorkerOrderCursorStateTooltip_GiveOrderActionLabel,Dai ordine,
ShipCombat_WorkerOrderCursorStateTooltip_Cancel,Annulla,
ShipCombat_WorkerOrderCursorStateTooltip_ActionRepairDevice,Ripara {DeviceName},
ShipCombat_WorkerOrderCursorStateTooltip_ActionRepairTile,Ripara casella,
ShipCombat_WorkerOrderCursorStateTooltip_ActionMoveTo,Spostati alla casella,
ShipCombat_WorkerOrderCursorStateTooltip_ActionAssign,Opera {DeviceName},
ShipCombat_WorkerOrderCursorStateTooltip_ActionHeal,Guarisci [employee] a {DeviceName},
ShipCombat_WorkerDetails_HealthLabel,Salute,
ShipCombat_WorkerDetails_TaskLabel,Compito,
ShipCombat_ConfirmPayTitle,Bond di guerra,
ShipCombat_ConfirmPayDescription,Il Consiglio richiede il *pagamento del bond di guerra* per poter ingaggiare in ostilità corporative.,
ShipCombat_ConfirmCostLabel,Costo:,
ShipCombat_CancelButtonLabel,Scappa,
ShipCombat_ConfirmButtonLabel,Paga e Ingaggia,
ShipCombat_BatteryBarTooltipTitle,Stato Batteria,
ShipCombat_FuelBarTooltipTitle,Stato Carburante,
BuildingConstruction_Title,Strutture,
BuildingConstruction_Description,Disponibile per la costruzione.,
BuildingConstruction_Unlock,da sbloccare,
ShipConstruction_DevicePlacementExplanation,*Pulsante sinistro mouse*: Posiziona Dispositivo\n*Pulsante destro mouse*: Annulla\n*Shift+R/R*: Ruota,
ShipConstruction_SelectShipButtonLabel,Seleziona nave,
ShipConstruction_NoShipExplanation,"Nessuna nave attraccata, seleziona uno scafo per iniziare la costruzione.",
ShipConstruction_LaunchButtonLabel,Lancia,
ShipConstruction_LaunchButton_Enabled_Tooltip,Lancia la nave!,
ShipConstruction_LaunchButton_Disabled_Tooltip,Impossibile lanciare finché tutti i requisiti non sono soddisfatti.,
ShipConstruction_RotatePreviewExplanation,*Pulsante sinistro mouse*: Ruota anteprima,
ShipConstruction_Hulls_Title,Scafi,
ShipConstruction_Devices_Title,Dispositivi,
ShipConstruction_Checklist_Title,Checklist,
ShipConstruction_Checklist_Description,Elementi richiesti per il decollo.,
ShipConstruction_Checklist_Warnings,Sistemi secondari,
ShipConstruction_Checklist_Errors,Sistemi primari,
ShipConstruction_Checklist_WarningsAllOK,Tutti i sistemi nominali!,
ShipConstruction_Checklist_ErrorsAllOK,Tutti i sistemi nominali!,
ShipConstruction_AssignedWorkersLabel_Format,{WorkerCount}/{WorkerMax} Impiegati,
ShipConstruction_DevicesUnderConstruction,Alcuni Dispositivi sono ancora in costruzione!,
ShipConstruction_DevicesUnderConstruction_Tooltip,[warn:Lanciare la nave metterà in pausa la costruzione dei Dispositivi.],
ShipConstruction_BackToHullSelectionButtonLabel,Indietro alla selezione scafo,
ShipConstruction_ChooseHullButtonLabel,Scegli scafo,
ShipConstruction_ExitButtonLabel,Lascia cantiere,
ShipConstruction_NoShipUnderConstruction,Nessuna nave in costruzione.,
ShipConstruction_NoShipUnderConstruction,Nessuna nave in costruzione.,
ShipConstruction_ClearAllDevicesLabel,Rimuovi tutti i Dispositivi,
ShipConstruction_ClearAllDevicesLabel_Tooltip,*Rimuove tutti i Dispositivi* dalla disposizione scafo attuale.,
ShipConstruction_LockedForPAX,Dispositivo prossimamente in *Early Access*.,
ShipConstruction_DeleteModeLabel_Enter,Modalità eliminazione,
ShipConstruction_DeleteModeLabel_Exit,Esci Modalità eliminazione,
ShipConstruction_DeleteModeLabel_Tooltip,"Entra in Modalità eliminazione, *clicca per eliminare* un Dispositivo.",
ShipConstruction_Crew_SlotFilled_EnoughOxygen,Un *membro dell'equipaggio* sulla tua nave.\n\n_In combattimento questo *membro dell'equipaggio* inizierà alla sua *Unità equipaggio*._,
ShipConstruction_Crew_SlotFilled_NotEnoughOxygen,Un *membro dell'equipaggio* sulla tua nuova [warn:senza abbastanza ossigeno].\n\n_Aggiungi e potenzia i Dispositivi di *Supporto vitale* per mantenerli in vita!_,
ShipConstruction_Requirements_Short,Req.,
ShipConstruction_Requirements_Format,{Main}\n\nProblemi:\n{Problems},
ShipConstruction_Requirements_DeviceProblem_Fuel, - [warn:Carburante insufficiente],
ShipConstruction_Requirements_DeviceProblem_Power, - [warn:Energia insufficiente],
ShipConstruction_Requirements_DeviceProblem_Pathfinding, - [warn:Equipaggio insufficiente],
ShipConstruction_Requirement_ConnectedEngine,Motore richiesto,
ShipConstruction_Requirement_ConnectedEngine_Tooltip,Deve avere 1 [device:DEVICE_ENGINE_SMALL].\n\n_Motori aggiuntivi *aumentano la velocità della nave.*_,
ShipConstruction_Requirement_ConnectedEngine_Met_Tooltip,La nave ha 1 [device:DEVICE_ENGINE_SMALL] funzionante.,
ShipConstruction_Requirement_PowerSource,Energia insufficiente,
ShipConstruction_Requirement_PowerSource_Tooltip,Deve avere una [warn:fonte di Energia].\n\n_*Batterie* o *Generatori* possono essere fonti di Energia._,
ShipConstruction_Requirement_PowerSource_Met_Tooltip,La nave ha una fonte di Energia funzionante.,
ShipConstruction_Requirement_SufficientLifeSupport,"{LSNumber} {LSNumber}|plural(one=Supporto vitale,other=Supporti vitali) blah",
ShipConstruction_Requirement_SufficientLifeSupport_Tooltip,"Deve avere un supporto vitale sufficiente. La nave ha *{WorkerCount} {WorkerCount}|plural(one=Impiegato,other=Impiegati)*. Devi avere [warn:almeno {RequiredLifeSupportCount}] *{RequiredLifeSupportCount}|plural(one=sistema di Supporto vitale,other=sistemi di supporto vitale)* operativi per lanciare.",
ShipConstruction_Requirement_SufficientLifeSupport_Met_Tooltip,La nave ha sufficienti *Supporti vitali*.,
ShipConstruction_Requirement_SufficientLifeSupportNoDevices_Tooltip,"Deve avere [warn:almeno 1 Supporto vitale].\n\n_I moduli di *Supporto vitale* mantengono i membri dell'quipaggio in vita. Se vanno offline, l'ossigeno man mano si esaurisce e i membri muoiono a uno a uno._",
ShipConstruction_Requirement_ConnectedCockpit,Abitacolo richiesto,
ShipConstruction_Requirement_ConnectedCockpit_Tooltip,Deve avere 1 [device:DEVICE_COCKPIT].\n\n_Un *Abitacolo* funzionante è necessario per scappare dalle battaglie._,
ShipConstruction_Requirement_ConnectedCockpit_Met_Tooltip,La nave ha un *Abitacolo*.,
ShipConstruction_Requirement_ConnectedWeapon,"Nessuna arma, la nave non potrà attaccare.",
ShipConstruction_Requirement_ConnectedWeapon_Tooltip,Raccomandiamo di avere almeno un'arma a bordo.,
ShipConstruction_Requirement_ConnectedWeapon_Met_Tooltip,La nave ha almeno due *armi*.,
ShipConstruction_Requirement_EnoughBeds_Format,"{BedNumber} {BedNumber}|plural(one=Unità equipaggio,other=Unità equipaggio)",
ShipConstruction_Requirement_EnoughBeds_Tooltip,"Deve avere almeno {BedNumber} {BedNumber}|plural(one=Unità equipaggio,other=Unità equipaggio).\n\n_In combatttimento, gli *Impiegati* iniziano dalle *Unità equipaggio*._",
ShipConstruction_Requirement_EnoughBeds_Met_Tooltip,"La nave ha almeno {BedNumber} *{BedNumber}|plural(one=Unità equipaggio,other=Unità equipaggio)*.\n\n_In combattimento, gli *Impiegati* iniziano dalle *Unità equipaggio*._",
ShipConstruction_Requirement_SufficientLifeSupport,Supporto vitale richiesto,
ShipConstruction_Requirement_SufficientLifeSupport_Tooltip,Dispositivi [device:DEVICE_LIFESUPPORT] insufficienti per supporta l'equipaggio!,
ShipConstruction_Requirement_SomeWorkers,3 membri richiesti,
ShipConstruction_Requirement_SomeWorkers_Tooltip,Costruisci 1 [device:DEVICE_ESCAPE_POD] e assegna *almeno 3* [employees].,
ShipConstruction_Requirement_EnoughWorkers,Necessita sufficienti [employees],
ShipConstruction_Requirement_EnoughWorkers_Format,"{WorkerNumber} {WorkerNumber}|plural(one=Impiegato,other=Impiegati)",
ShipConstruction_Requirement_EnoughWorkers_Tooltip,"Deve avere {WorkerNumber} {WorkerNumber}|plural(one=Impiegati,other=Impiegati).\n\n_Può avere almeno un *Impiegato* per ogni *Unità equipaggio*._",
