Key,SourceString,Comment
CouncilWindow_CouncilStorage,Stoccaggio Consiglio,
CouncilWindow_Choice_SellMinerals_Name,Dona Minerali,
CouncilWindow_Choice_SellMinerals_Description,-*{Amount} Minerali*,
CouncilWindow_Choice_SellIsotopes_Name,Dona Isotopi,
CouncilWindow_Choice_SellIsotopes_Description,-*{Amount} Isotopi*,
CouncilWindow_Choice_SellRedTech_Name,Dona Artefatti,
CouncilWindow_Choice_SellRedTech_Description,-*{Amount} Artefatti*,
CouncilWindow_Choice_SellCredits_Name,Dona Crediti,
CouncilWindow_Choice_SellCredits_Description,-*{Amount} Crediti*,
CouncilWindow_Choice_BuyMinerals_Name,Richiedi Minerali,
CouncilWindow_Choice_BuyMinerals_Description,+*{Amount} Minerali*,
CouncilWindow_Choice_BuyIsotopes_Name,Richiedi Isotopi,
CouncilWindow_Choice_BuyIsotopes_Description,+*{Amount} Isotopi*,
CouncilWindow_Choice_MigrationLockdown_Name,Embargo migrazione,
CouncilWindow_Choice_MigrationLockdown_Description,Blocca le migrazioni per *{Amount} ore*,
CouncilWindow_Choice_BuyScoutShip_Name,Request Scout Ship,
CouncilWindow_Choice_BuyScoutShip_Description,Acquire a small unarmed scout,
CouncilWindow_Choice_BuyCredits_Name,Richiedi Crediti,
CouncilWindow_Choice_BuyCredits_Description,+*{Amount} Crediti*,
CouncilWindow_ChoiceTooltip_Enabled,,
CouncilWindow_ChoiceTooltip_ResourcesUnavailable,*Risorse non disponibile* da donare al Consiglio.,
CouncilWindow_ChoiceTooltip_CreditsUnavailable,*Crediti non disponibili* da donare al Consiglio.,
CouncilWindow_ChoiceTooltip_RedTechUnavailable,*Tecnologia Rossa non disponibile* da donare al Consiglio.,
CouncilWindow_ChoiceTooltip_NotEnoughInfluence,*Influenza insufficiente* da donare al Consiglio.,
CouncilWindow_ChoiceTooltip_FullCredits,"*Crediti massimi*, impossibile richiedere altri Crediti.",
CouncilWindow_ChoiceTooltip_FullStorage,"Lo *Stoccaggio Consiglio* è *Pieno*, impossibile richiedere altre Risorse.",
CouncilWindow_ChoiceTooltip_FullInfluence,"*Influenza massima*, impossibile donare e ottenerne altra.",
Paused Title,In pausa,Shown in the title of the paused area
Ship_Upgrade_Details,"*Upgrade* your *ship* for [credits:59], using [manpower:1]\n\nNote: This will destroy your old ship.",
Device_Desc_Format,\n[fuel:{Fuel}]\n[energy:{Electricity}]\n[time:{RechargeDuration}]\n[health:{Health}],
Resource cost: {ResourceCost},,
{FlavorText},,
General_Credits,[credits:{Credits}],
DeviceDetails_TogglePower_Label,Disattiva,
DeviceDetails_TogglePower_Tooltip,Attiva o disattiva questo Dispositivo.,
DeviceDetails_ToggleEnabledButton_Enabled,Online,
DeviceDetails_ToggleEnabledButton_Disabled,Disattivato,
DeviceDetails_ToggleEnabledButton_Tooltip,Attiva/disattiva lo stato del Dispositivo.,
DeviceDetails_DismantleDeviceButton_Label,Smantella,
DeviceDetails_DismantleDeviceButton_Tooltip,Set a dismantle task for Impiegati. All construction Risorse are returned.,
DeviceDetails_DismantleDeviceButton_Tooltip_CannotDismantleLastStorageContainer,Cannot dismantle the last Contenitore stoccaggio. Must own at *least one*.,
DeviceDetails_DismantleDeviceButton_Tooltip_NotEmpty,Cannot dismantle *containers containing resources*.,
DeviceDetails_DismantleDeviceButton_Tooltip_NotEnoughSpaceToDropStoredWaste,Not enough space to drop stored *waste*.,
DeviceDetails_DismantleDeviceButton_Tooltip_StoredResourcesInUse,Some of the stored resources are in use.,
DeviceDetails_DismantleDeviceButton_Tooltip_SomethingInProgress,Cannot dismantle while action in progress.,
DeviceDetails_DismantleDeviceButton_Tooltip_Disabled,Dismantling disabled.,
DeviceDetails_ElectricityRequirements_NotMet_Tooltip,[warn:Il Dispositivo richiede Energia.],
DeviceDetails_FuelRequirements_NotMet_Tooltip,[warn:Il Dispositivo richiede Carburante.],
DeviceDetails_CrewRequirements_NotMet_Tooltip,[warn:Il Dispositivo richiede un membro dell'equipaggio.],
DeviceDetails_RepairRequirements_NotMet_Tooltip,[warn:Il Dispositivo richiede riparazioni.],
DeviceDetails_MoveButton_Label,Muovi,
DeviceDetails_MoveButton_Tooltip,Riprendi il Dispositivo e spostalo in un altro posto.,
DeviceDetails_DuplicateButton_Label,Copia,
DeviceDetails_DuplicateButton_Tooltip,Selects this type of device to build another.,
DeviceDetails_DuplicateBuildingButton_Tooltip,Selects this type of building to build another.,
DeviceDetails_CrewRequired_Tooltip,Number of *crew* required for the Dispositivo.,
DeviceDetails_IsEnemyDevice,Dispositivo nemico,
DevicePropertyGrid_ElectricityOutput,Produzione Energia:,
DevicePropertyGrid_ElectricityRequired,Costo in Energia:,
DevicePropertyGrid_NoElectricityRequired,Non richiede Energia.,
DevicePropertyGrid_ElectricityStorage,Stoccaggio Energia:,
DevicePropertyGrid_FuelOutput,Produzione Carburante:,
DevicePropertyGrid_FuelRequired,Costo in Carburante:,
DevicePropertyGrid_FuelStorage,Stoccaggio Carburante:,
DevicePropertyGrid_RechargeTime,Tempo di Ricarica:,
DevicePropertyGrid_RechargeTime_Value,{Seconds}s,
DevicePropertyGrid_BuildTime,Tempo costruzione:,
DevicePropertyGrid_StorageCapacity,Capacità stoccaggio:,
DevicePropertyGrid_SupportedWorkers,Fornitura Impiegati:,
DevicePropertyGrid_WorkerCount,Impiegati richiesti:,
DevicePropertyGrid_PopLivingSpace,Spazio popolazione:,
DevicePropertyGrid_PopJobs,Lavori popolazione:,
DevicePropertyGrid_InfluenceGain,Guadagno Influenza:,
DevicePropertyGrid_PollutionResistance,Resistenza Inquinamento:,
EntityProperty_ElectricityGenerated,Energia generata:,
EntityProperty_NotEnoughFuel,Carburante insufficiente,
EntityProperty_ManuallyDisabled,Disattivato manualmente,
EntityProperty_NotEnoughElectricity,Offline,
EntityProperty_Online,Online,
EntityProperty_FuelGenerated,Carburante generato:,
EntityProperty_FuelGlobal,Utilizzo globale Carburante:,
EntityProperty_FuelUsed,Stato Carburante:,
EntityProperty_ElectricityUsed,Stato Energia:,
EntityProperty_ElectricityStored,Energia stoccata:,
EntityProperty_FuelStored,Carburante stoccato:,
EntityProperty_Health,PS:,
EntityProperty_Pollution,Inquinamento:,
EntityProperty_Residents,Residenti:,
EntityProperty_CitizensWorking,Cittadini al lavoro:,
EntityProperty_CreditsGenerated,Crediti generati:,
EntityProperty_WorkerConversion,Conversione Impiegati:,
EntityProperty_WorkerConversionPool,Limite Impiegati:,
EntityProperty_WorkerConversionFormat,{Current}/{Limit},
EntityProperty_WorkerConversionPopulation,Popolazione disponibile:,
EntityProperty_WorkerConversionQueue,Coda conversione:,
EntityProperty_WorkerConversionSlots,Spazi conversione:,
EntityProperty_WorkerConversionSupportTotalFormat,(Totale=*{Total}*),
EntityProperty_LayoutContents,Contenuti:,
EntityProperty_LayoutContentsDevices,Dispositivi,
EntityProperty_Grid,Rete #{Number},
EntityProperty_GridElectricityGenerated,Energia usata:,
EntityProperty_GridElectricityStored,Stoccaggio Energia:,
EntityProperty_GridElectricity_NameColumn,Nome,
EntityProperty_GridElectricity_DrainColumn,Consumo,
EntityProperty_DetailsButtonLabel,Dettagli,
EntityProperty_PopulationSpace_NameColumn,Nome,
EntityProperty_PopulationSpace_HealthColumn,Salute,
EntityProperty_PopulationSpace_EmptyEntry,(Nessun residente),
EntityProperty_StorageDetailsButtonLabel,Filtro,
EntityProperty_WorkerOperatedRate,/min,
EntityProperty_Target_Label,Bersaglia:,
EntityProperty_Target_NoTarget,(Nessun bersaglio),
EntityProperty_Speed_Label,Velocità:,
EntityProperty_Speed_Format,{Speed} Km/h,
EntityProperty_Weapons_Label,Armi installate:,
EntityProperty_Weapons_Installed,Lista di armi installate:,
EntityProperty_Weapons_Reloading,Ricarica:,
EntityProperty_Weapons_Ammo,Munizioni:,
EntityProperty_Weapons_DamagePerShot,Danni per colpo:,
EntityProperty_Weapons_DamagePerShotFormat,{Damage} punti Scafo,
EntityProperty_Weapons_RechargeTime,{Time}s,
EntityProperty_TruckStorageTitle,Attività camion,
EntityProperty_TruckStorageCapacityFormat,(capacità massima {Capacity}),
EntityProperty_TruckStorageNone,Nessun camion,
EntityProperty_TruckStorageAvailable,Parcheggiato,
EntityProperty_TruckStorageInUse,Utilizzato,
EntityProperty_ShowList,Mostra lista,
EntityProperty_HideList,Nascondi lista,
EntityProperty_CreditsGenerated_PerSecond,al secondo,
EntityProperty_InfluenceGain,Influenza:,
EntityProperty_InfluenceGainFormat,Conferisce [influence:{Influence}] al minuti finché l'Edificio è online.,
BuildingStats_LayoutSize,Caselle:,
BuildingStats_ElectricityRequired,Energia richiesta:,
BuildingStats_ElectricityOutput,Energia prodotta:,
BuildingStats_ElectricityStorage,Energia stoccata:,
BuildingStats_FuelRequired,Carburante richiesto:,
BuildingStats_FuelOutput,Carburante prodotto:,
BuildingStats_FuelStorage,Carburante stoccato:,
BuildingStats_MaxWorkers,Lavoratori massimi:,
BuildingStats_CommandRange,Raggio comando:,
BuildingStats_ExhaustRequired,Exhaust:,
BuildingStats_SensorRange,Raggio sensori:,
BuildingStats_MiningRange,Raggio estrazione:,
BuildingStats_StorageCapacity,Capacità stoccaggio:,
BuildingStats_PollutionResistance,Resistenza inquinamento:,
BuildingStats_PollutionProduction,Tasso inquinamento:,
BuildingStats_SupportedWorkers,Lavoratori supportati:,
BuildingStats_TrackingRange,Raggio tracciamento:,
BuildingStats_ReloadTime,Tempo ricarica:,
BuildingStats_TrainingSlots,Spazi addestramento:,
BuildingStats_NumberOfTrucks,Capacità camion:,
BuildingStats_InfluenceGain,Guadagno Influenza:,
BuildingStats_InfluenceGainFormat,{Influence}/min,
BuildingStats_CreditsGenerated,Crediti generati:,
BuildingStats_CreditsGeneratedFormat,{Credits}/min,
BuildingStats_CitizenWorkers,Capacità Cittadini:,
BuildingStats_LivingSpace,Spazio abitativo:,
BuildingStats_ConnectedRange,Raggio connessione:,
BuildingStats_AmmoCapacity,Capacità munizioni:,
BuildingStats_DamagePerShot,Danni per colpo:,
ShipCombat_LeaveCombatLabel,Lascia combattimento,
ShipCombat_DisengageCombatLabel,Scappa!,
ShipCombat_HullUnit,ps,
ShipCombat_FuelRemaining_Seconds,{Seconds},
ShipCombat_FuelRemaining_Minutes,{Hours}:{Minutes},
ShipCombat_MinutesUnit,minuti,
ShipCombat_HoursUnit,ore,
ShipCombat_WeaponCharging,*In ricarica*,
ShipCombat_WeaponCharged,*Caricato*,
ShipCombat_WeaponOffline,Offline,
ShipCombat_WeaponOffline_NoPower,Non connesso a un Relè d'Energia attivo.,
ShipCombat_WeaponOffline_NoWorker,Nessun Impiegato,
ShipCombat_WeaponOffline_Damage,Danneggiato,
ShipCombat_WeaponFire,Spara,
ShipCombat_HullBar_Tooltip,"Your ship's current hull strength. When this hits zero, your ship will explode.",
ShipCombat_LevelIcon_Tooltip,The general strength of the ship.,
_ShipCombat_ReadyLabel,Ready,
_ShipCombat_NoTargetLabel,[warn:No Target],
_ShipCombat_CrewHealth_Healthy_Tooltip,Healthy,
_ShipCombat_CrewHealth_Injured_Tooltip,Injured,
_ShipCombat_CrewHealth_Critical_Tooltip,Critical,
_ShipCombat_CrewHealth_Dead_Tooltip,Dead,
ShipCombat_CrewAction_Repairing,Repairing,
ShipCombat_CrewAction_Healing,Healing,
ShipCombat_CrewAction_Working,Working,
ShipCombat_CrewAction_Working_OnCockpit,Cockpit,
ShipCombat_CrewAction_Working_OnGenerator,Generator,
ShipCombat_CrewAction_Working_OnShield,Shield,
ShipCombat_CrewAction_Working_OnWeapon,Weapon {0},
ShipCombat_CrewAction_Idle,Idle,
ShipCombat_CrewAction_Healing,Healing,
ShipCombat_CrewAction_Dead,Dead,
ShipCombat_CrewAction_Dying,Dying,
ShipCombat_CrewAction_Moving,Moving,
ShipCombat_CrewAction_Surveying,Scanning,
_ShipCombat_CrewHealth_Healthy_Description,Healthy --- No problems,
_ShipCombat_CrewHealth_Injured_Description,Injured --- [warn:Can't operate devices] [warn:Speed reduced 50%],
_ShipCombat_CrewHealth_Critical_Description,Critical --- [warn:Cannot operate devices] [warn:Can't repair] [warn:Speed reduced 75%]\nGet to med pod immediately!,
_ShipCombat_CrewHealth_Dead_Description,Dead --- Cannot be revived.,
_ShipCombat_GameOver_Destroyed_Title,Your Ship was Destroyed!,
_ShipCombat_GameOver_Destroyed_Body,It looks like your ship was blown to smithereens by the enemy. That's going to look bad on this quarter's report.,
_ShipCombat_GameOver_Win_Title,Enemy Destroyed,
_ShipCombat_GameOver_Win_Body,"The enemy ship lies in a million itty bitty pieces, while you fly off into the sunset and a future of excellent quarterly returns.",
ShipCombat_TargetingWeaponCursorStateTooltip_SetTarget,Choose Weapon Target,
ShipCombat_TargetingWeaponCursorStateTooltip_Fire,Fire,
ShipCombat_TargetingWeaponCursorStateTooltip_Cancel,Cancel,
ShipCombat_WorkerOrderCursorStateTooltip_Title,Give Impiegato Order,
ShipCombat_WorkerOrderCursorStateTooltip_Description,Choose a Dispositivo or location to tell an [employee] to go there,
ShipCombat_WorkerOrderCursorStateTooltip_GiveOrder,Give Order:,
ShipCombat_WorkerOrderCursorStateTooltip_GiveOrderActionLabel,Give Order,
ShipCombat_WorkerOrderCursorStateTooltip_Cancel,Cancel,
ShipCombat_WorkerOrderCursorStateTooltip_ActionRepairDevice,Repair {DeviceName},
ShipCombat_WorkerOrderCursorStateTooltip_ActionRepairTile,Repair casella,
ShipCombat_WorkerOrderCursorStateTooltip_ActionMoveTo,Move to casella,
ShipCombat_WorkerOrderCursorStateTooltip_ActionAssign,Operate {DeviceName},
ShipCombat_WorkerOrderCursorStateTooltip_ActionHeal,Heal [employee] at {DeviceName},
ShipCombat_WorkerDetails_HealthLabel,Salute,
ShipCombat_WorkerDetails_TaskLabel,Task,
ShipCombat_ConfirmPayTitle,Bond di guerra,
ShipCombat_ConfirmPayDescription,The Consiglio richiede che tu *paghi il necessario bond di guerra* per poter ingaggiare in ostilità corporative.,
ShipCombat_ConfirmCostLabel,Cost:,
ShipCombat_CancelButtonLabel,Flee,
ShipCombat_ConfirmButtonLabel,Pay & Engage,
ShipCombat_BatteryBarTooltipTitle,Batteria Status,
ShipCombat_FuelBarTooltipTitle,Carburante Status,
BuildingConstruction_Title,Structures,
BuildingConstruction_Description,Available for construction.,
BuildingConstruction_Unlock,to unlock,
ShipConstruction_DevicePlacementExplanation,*Pulsante sinistro mouse*: Posiziona Dispositivo\n*Pulsante destro mouse*: Annulla\n*Shift+R/R*: Ruota,
ShipConstruction_SelectShipButtonLabel,Seleziona Nave,
ShipConstruction_NoShipExplanation,"No ship docked, select a ship hull to begin construction.",
ShipConstruction_LaunchButtonLabel,Launch,
ShipConstruction_LaunchButton_Enabled_Tooltip,Launch the ship!,
ShipConstruction_LaunchButton_Disabled_Tooltip,Cannot launch until all requirements are met.,
ShipConstruction_RotatePreviewExplanation,*Pulsante sinistro mouse*: Ruota anteprima,
ShipConstruction_Hulls_Title,Hulls,
ShipConstruction_Devices_Title,Dispositivi,
ShipConstruction_Checklist_Title,Checklist,
ShipConstruction_Checklist_Description,Required items for takeoff.,
ShipConstruction_Checklist_Warnings,Secondary Systems,
ShipConstruction_Checklist_Errors,Primary Systems,
ShipConstruction_Checklist_WarningsAllOK,All systems clear!,
ShipConstruction_Checklist_ErrorsAllOK,All systems clear!,
ShipConstruction_AssignedWorkersLabel_Format,{WorkerCount}/{WorkerMax} Impiegati,
ShipConstruction_DevicesUnderConstruction,Some Dispositivi are still in costruzione!,
ShipConstruction_DevicesUnderConstruction_Tooltip,[warn:Launching the ship will pause the Dispositivi' construction.],
ShipConstruction_BackToHullSelectionButtonLabel,Back to hull selection,
ShipConstruction_ChooseHullButtonLabel,Choose Hull,
ShipConstruction_ExitButtonLabel,Leave Shipyard,
ShipConstruction_NoShipUnderConstruction,No ship in costruzione.,
ShipConstruction_NoShipUnderConstruction,No ship in costruzione.,
ShipConstruction_ClearAllDevicesLabel,Clear All Dispositivi,
ShipConstruction_ClearAllDevicesLabel_Tooltip,*Removes all Dispositivi* from the current hull layout.,
ShipConstruction_LockedForPAX,Dispositivo prossimamente in *Early Access*.,
ShipConstruction_DeleteModeLabel_Enter,Modalità eliminazione,
ShipConstruction_DeleteModeLabel_Exit,Esci Modalità eliminazione,
ShipConstruction_DeleteModeLabel_Tooltip,"Entra in Modalità eliminazione, *clicca per eliminare* un Dispositivo.",
ShipConstruction_Crew_SlotFilled_EnoughOxygen,A *crew member* on your ship.\n\n_In combat this *crew member* will their start at their *Crew pod*._,
ShipConstruction_Crew_SlotFilled_NotEnoughOxygen,A *crew member* on your ship with [warn:not enough oxygen].\n\n_Add and power up more *Life Support* Dispositivi to keep them alive!_,
ShipConstruction_Requirements_Short,Reqs,
ShipConstruction_Requirements_Format,{Main}\n\nProblems:\n{Problems},
ShipConstruction_Requirements_DeviceProblem_Fuel,- [warn:Not enough fuel],
ShipConstruction_Requirements_DeviceProblem_Power,- [warn:Not enough energy],
ShipConstruction_Requirements_DeviceProblem_Pathfinding,- [warn:Not enough crew],
ShipConstruction_Requirement_ConnectedEngine,Engine Required,
ShipConstruction_Requirement_ConnectedEngine_Tooltip,Must have [device:DEVICE_ENGINE_SMALL].\n\n_Additional engines *increase ship speed.*_,
ShipConstruction_Requirement_ConnectedEngine_Met_Tooltip,Ship has a functional [device:DEVICE_ENGINE_SMALL].,
ShipConstruction_Requirement_PowerSource,Not enough Energia,
ShipConstruction_Requirement_PowerSource_Tooltip,Must have [warn:a Energia source].\n\n_*Batteries* or *Generators* can act as a Energia source._,
ShipConstruction_Requirement_PowerSource_Met_Tooltip,Ship has a functional Energia source.,
ShipConstruction_Requirement_SufficientLifeSupport,"{LSNumber} {LSNumber}|plural(one=Life Support,other=Life Supports) blah",
ShipConstruction_Requirement_SufficientLifeSupport_Tooltip,"Must have sufficient life support. Ship has *{WorkerCount} {WorkerCount}|plural(one=employee,other=employees)*. You must have [warn:at least {RequiredLifeSupportCount}] operational *{RequiredLifeSupportCount}|plural(one=life support system,other=life support systems)* to launch.",
ShipConstruction_Requirement_SufficientLifeSupport_Met_Tooltip,Ship has sufficient *Life Support*.,
ShipConstruction_Requirement_SufficientLifeSupportNoDevices_Tooltip,"Must have [warn:at least 1 Life Support].\n\n_*Life Support* modules keep crewmembers alive. If they go offline, oxygen gradually leaks and crewmembers die one by one._",
ShipConstruction_Requirement_ConnectedCockpit,Cockpit Required,
ShipConstruction_Requirement_ConnectedCockpit_Tooltip,Must have a [device:DEVICE_COCKPIT].\n\n_A working *Cockpit* is needed to flee battles._,
ShipConstruction_Requirement_ConnectedCockpit_Met_Tooltip,Ship has a *Cockpit*.,
ShipConstruction_Requirement_ConnectedWeapon,"No weapon, ship will not be able to attack.",
ShipConstruction_Requirement_ConnectedWeapon_Tooltip,It is recommended to have at least one weapon on-board.,
ShipConstruction_Requirement_ConnectedWeapon_Met_Tooltip,Ship has at least two *Weapons*.,
ShipConstruction_Requirement_EnoughBeds_Format,"{BedNumber} {BedNumber}|plural(one=Crew Pod,other=Crew Pods)",
ShipConstruction_Requirement_EnoughBeds_Tooltip,"Must have at least {BedNumber} {BedNumber}|plural(one=Crew Pod,other=Crew Pods).\n\n_In combat, *Impiegati* start from *Crew pods*._",
ShipConstruction_Requirement_EnoughBeds_Met_Tooltip,"Ship has at least {BedNumber} *{BedNumber}|plural(one=Crew Pod,other=Crew Pods)*.\n\n_In combat, *Impiegati* start from *Crew pods*._",
ShipConstruction_Requirement_SufficientLifeSupport,Life Support required,
ShipConstruction_Requirement_SufficientLifeSupport_Tooltip,Not enough [device:DEVICE_LIFESUPPORT] Dispositivi to support the crew!,
ShipConstruction_Requirement_SomeWorkers,3 Crew required,
ShipConstruction_Requirement_SomeWorkers_Tooltip,Build [device:DEVICE_ESCAPE_POD] and assign *at least 3* [employees].,
ShipConstruction_Requirement_EnoughWorkers,Need sufficient [employees],
ShipConstruction_Requirement_EnoughWorkers_Format,"{WorkerNumber} {WorkerNumber}|plural(one=Impiegato,other=Impiegati)",
ShipConstruction_Requirement_EnoughWorkers_Tooltip,"Must have at least {WorkerNumber} {WorkerNumber}|plural(one=Impiegati,other=Impiegati).\n\n_Can have up to one *Impiegato* for every *Crew Pod*._",
ShipConstruction_Requirement_EnoughWorkers_Met_Tooltip,"Ship has at least {WorkerNumber} *{WorkerNumber}|plural(one=Impiegato,other=Impiegati)*.\n\n_Can have up to one *Impiegato* for every *Crew Pod*._",
ShipConstruction_Requirement_DevicesAllComplete,Dispositivo in costruzione,
ShipConstruction_Requirement_DevicesAllComplete_Tooltip,All Dispositivi must be completed before take-off,
ShipConstruction_Requirement_Generator,Generator required,
ShipConstruction_Requirement_Generator_Met_Tooltip,Ship has a [device:DEVICE_GENERATOR].,
ShipConstruction_Requirement_Generator_Tooltip,Ship must have a [device:DEVICE_GENERATOR].,
ShipConstruction_Requirement_FuelTank,Serbatoio di Carburante richiesto,
ShipConstruction_Requirement_FuelTank_Tooltip,La nave deve avere un *Serbatoio di Carburante*.,
ShipConstruction_Requirement_NoWorkersOnTheWay,[employees] not yet aboard,
ShipConstruction_Requirement_NoWorkersOnTheWay_Tooltip,[employees] assigned to the ship are still on the way. Cannot launch until they have arrived.,
ShipConstruction_RequiredDevice_Tooltip,Required for take-off.,
ShipConstruction_ShipDetailsLabel,Ship Details,
ShipConstruction_WeaponSlotsTitle,Slot armi:,
ShipConstruction_ShipTilesTitle,Ship Caselle:,
ShipConstruction_ProgressPanelResourcesTitle,Gathering Risorse,
ShipConstruction_ProgressPanelConstructionTitle,Ship Under Construction,
ShipConstruction_CursorActionTooltip_Confirm,Posiziona,
ShipConstruction_CursorActionTooltip_Rotate,Rotate,
ShipConstruction_CursorActionTooltip_Cancel,Cancel,
ShipConstruction_WorkerCountLabel,Workers:,
ShipConstruction_BuildSpeedLabel,Construction Speed:,
ShipConstruction_BuildSpeedFormat,{Speed}x,
ShipConstruction_CrewButton_NoWorker,No worker assigned,
ShipConstruction_CrewButton_WorkerOnTheWay,Worker on the way,
ShipConstruction_CrewButton_NoEscapePod,No Crew Pod,
ShipConstruction_CrewButton_CannotAssignNoPower,"Cannot assign worker, Crew Pod needs Energia",
ShipConstruction_SaleFormatText,+â‚®{0},
ShipConstruction_BuyFormatText,-â‚®{0},
DevicePopup_Problems,Problemi,
DeviceProblemIconPopup_Crew,Need Crew.\n\n_This Dispositivo needs a crew member to work._,
DeviceProblemIconPopup_Fuel,[fuel] insufficiente.\n\n_Questo Dispositivo ha bisogno di [fuel] per funzionare. Posiziona altri *Serbatoi di Carburante*._,
DeviceProblemIconPopup_Power,Insufficient [energy].\n\n_Not enough [energy] to power on this Dispositivo. Place more *Generators* or *Batteries*.,
DeviceProblemIconPopup_Pathfinding,"*Can't reach enough Crew Pods* from this device.\n\n_*Impiegati start at Crew Pods*, and must be able to *walk to a Dispositivo* to enable it._",
DevicePopup_DeviceDisabled,Disattivato,
ShipConstruction_Title,Ship Designer,
ShipConstruction_Hull_Subtitle,First select a hull.,
ShipConstruction_Devices_Subtitle,Select Dispositivi to fill out your ship.,
ShipConstruction_Hull_Cost,Crediti:,
ShipConstruction_Hull_HullHP,Hull,
ShipConstruction_Hull_WeaponCount,Armi,
ShipConstruction_WeaponSlot_Empty,Empty,
ShipConstruction_WeaponSlot_Empty_Tooltip,Posiziona un *Dispositivo arma* per riempire questo slot.,
_Replacement_Electricity_NoPayload,Energia,
_Replacement_Electricity_Payload,{0} Energia,
_Replacement_Electricity_Tooltip,*Dispositivi* require [energy] to function. [energy] is produced by [device:DEVICE_GENERATOR] and other Dispositivi.,
_Replacement_Fuel_NoPayload,Carburante,
_Replacement_Fuel_Payload,{0} Carburante,
_Replacement_Fuel_Tooltip,Ships are powered by [fuel].,
_Replacement_Credits_NoPayload,Crediti,
_Replacement_Credits_Payload,"{0} {0}|plural(one=Credit,other=Crediti)",
_Replacement_Credits_Tooltip,[credits] are used to purchase many things on Titan.\n[credits] are generated by [citizens] working in [device:DEVICE_WORKSTATION] and *Offices*.,
_Replacement_Population_NoPayload,Cittadino,
_Replacement_Population_NoPayloadPlural,Cittadini,
_Replacement_Population_Payload,"{0} {0}|plural(one=Cittadino,other=Cittadini)",
_Replacement_Population_Tooltip,I *Cittadini* che vivono nella tua Città possono generare *Crediti* o essere convertiti in *Impiegati*. Possono essere ottenuti tramite le *Migrazioni extra-mondo* nell'*Astroporto*.,
_Replacement_Worker_NoPayload,Impiegato,
_Replacement_Worker_NoPayloadPlural,Impiegati,
_Replacement_Worker_Payload,"{0} {0}|plural(one=Impiegato,other=Impiegati)",
_Replacement_Worker_Tooltip,Gli *Impiegati* lavorano senza mai riposarsi. Vengono convertiti dai *Cittadini* tramite una *Capsula di conversione*.,
_Replacement_Hull_NoPayload,Hull HP,
_Replacement_Hull_Payload,{0} Hull HP,
_Replacement_Hull_Tooltip,"The structural integrity of the ship. When this reaches zero, the ship explodes.",
_Replacement_Mineral_NoPayload,Minerale,
_Replacement_Mineral_NoPayloadPlural,Minerali,
_Replacement_Mineral_Payload,"{0} {0}|plural(one=Minerale,other=Minerali)",
_Replacement_Mineral_Tooltip,I *Minerali* sono delle risorse *comuni* usate in costruzione. Possono essere ottenuti *recuperando le Rovine* o *estraendo* nei Nodo Minerali.,
_Replacement_Isotope_NoPayload,Isotopo,
_Replacement_Isotope_NoPayloadPlural,Isotopi,
_Replacement_Isotope_Payload,"{0} {0}|plural(one=Isotopo,other=Isotopi)",
_Replacement_Isotope_Tooltip,Gli *Isotopi* sono delle risorse *rare* usate in costruzione. Possono essere ottenuti *recuperando le Rovine* o *estraendo* nei Nodo Isotopi.,
_Replacement_Influence_NoPayload,Influenza,
_Replacement_Influence_Payload,{0} Influenza,
_Replacement_Influence_Tooltip,*Influenza* è una valuta che può essere spesa in cambio di favori dal Consiglio. L'*Influenza* viene guadagnata naturalmente nel tempo in base ai tuoi rapporti con il Consiglio. Costruisci i *Monumenti al Consiglio* per aumentare il tuo guadagno di Influenza.,
_Replacement_LivingSpace_NoPayload,Spazio abitativo,
_Replacement_LivingSpace_Payload,{0} Spazio abitativo,
_Replacement_LivingSpace_Tooltip,Lo [livingspace] rappresenta quanti [citizens] possono trovare alloggio. Costruisci le *Unità abitative* o gli *Edifici residenziali* per aumentarlo.,
PausemenuButton_Tooltip,Menu Pausa,
Pausemenu_Title,In pausa,
Pausemenu_Description,,
Pausemenu_ResumeButton,Riprendi,
PauseMenu_RestartCombatButton,Ricomincia Combattimento,
PauseMenu_QuicksaveGameButton,Salvataggio rapido,
PauseMenu_LoadGameButton,Carica,
PauseMenu_SaveGameButton,Salva,
PauseMenu_HardcoreModeTooltip,Salvataggi manuali non disponibili in modalità Hardcore.,
PauseMenu_SettingsButton,Impostazioni,
PauseMenu_HelpButton,Aiuto,
PauseMenu_QuitToMainMenuButton,Esci al menu principale,
PauseMenu_QuitGameButton,Esci dalla partita,
MainMenu_NewGame,Nuova partita,
MainMenu_LoadGame,Carica,
MainMenu_ContinueGame,Continua,
MainMenu_Settings,Impostazioni,
MainMenu_Codex,Codex,
MainMenu_QuitGame,Esci,
MainMenu_PatchNotes,Note sulla patch,
MainMenu_PatchNotesTooltip,Apri in browser,
MainMenu_FirstTimeWelcomeTitle,Ti diamo il benvenuto su Titano,
MainMenu_FirstTimeWelcomeBody,"\nTi diamo il benvenuto alla *Closed Beta di Industries*!\n\nQuesto gioco è ancora in *sviluppo*! \nTi ringraziamo per la tua pazienza mentre siamo al lavoro per aggiungere nuove caratteristiche e migliorare l stabilità.\n\nSe hai qualsiasi *feedback o segnalazione di bug*, vieni pure nei nostri *forum* e facci sapere cosa ne pensi!",
MainMenu_Credits,Crediti,
MainMenu_CreditsReturn,Ritorna al menu principale,
